epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP75(B),metrics/mAP95(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
213,12133.4,0.84985,0.8739,1.36559,0.56143,0.52932,0.53604,0.33013,0.03823,0.31886,1.8814,1.79134,2.7324,0.000344125,0.000344125,0.000344125
214,12197,0.86711,0.88963,1.38261,0.55496,0.59461,0.55795,0.33334,0.04725,0.33559,1.88581,1.75069,2.71369,0.000341031,0.000341031,0.000341031
215,12259.3,0.87055,0.90936,1.38368,0.58492,0.55128,0.55879,0.3333,0.06272,0.34118,1.90351,1.72497,2.69828,0.000337938,0.000337938,0.000337938
216,12319.5,0.8541,0.86417,1.36006,0.58343,0.54191,0.54926,0.34812,0.0462,0.34071,1.91202,1.7286,2.72676,0.000334844,0.000334844,0.000334844
217,12379.5,0.83219,0.86174,1.35734,0.56528,0.56842,0.542,0.3179,0.06054,0.32545,1.88182,1.77376,2.69177,0.00033175,0.00033175,0.00033175
218,12441.9,0.83285,0.85768,1.34624,0.6025,0.52733,0.5337,0.29181,0.06152,0.318,1.90395,1.75523,2.70428,0.000328656,0.000328656,0.000328656
219,12505.5,0.85128,0.87876,1.36268,0.56984,0.53819,0.5387,0.30243,0.05561,0.32707,1.89284,1.75227,2.70478,0.000325563,0.000325563,0.000325563
220,12568.1,0.86037,0.88293,1.37475,0.54284,0.55101,0.54448,0.33274,0.06933,0.33937,1.88789,1.80357,2.68758,0.000322469,0.000322469,0.000322469
221,12630.6,0.82343,0.8351,1.33257,0.58528,0.5305,0.55037,0.31886,0.04469,0.33665,1.90099,1.75997,2.70064,0.000319375,0.000319375,0.000319375
222,12692.4,0.86213,0.87162,1.37059,0.61033,0.51116,0.55983,0.34457,0.06619,0.34667,1.91191,1.73659,2.71459,0.000316281,0.000316281,0.000316281
223,12755.9,0.83986,0.8544,1.36094,0.63486,0.50345,0.55477,0.33774,0.06996,0.34488,1.8967,1.74085,2.69757,0.000313187,0.000313187,0.000313187
224,12814.3,0.82199,0.8357,1.3439,0.53908,0.60383,0.56407,0.33898,0.0688,0.34855,1.89414,1.73544,2.6917,0.000310094,0.000310094,0.000310094
225,12879,0.83079,0.84685,1.34156,0.56877,0.56225,0.5604,0.3252,0.06302,0.34482,1.88342,1.74322,2.71671,0.000307,0.000307,0.000307
226,12940,0.82414,0.83504,1.3419,0.6159,0.53423,0.55749,0.32813,0.08202,0.34406,1.88193,1.81712,2.72144,0.000303906,0.000303906,0.000303906
227,13001.6,0.81753,0.81592,1.33551,0.59077,0.55293,0.56137,0.33231,0.0833,0.34751,1.87678,1.8376,2.72618,0.000300812,0.000300812,0.000300812
228,13061.6,0.82518,0.84724,1.34679,0.57628,0.56377,0.5629,0.33184,0.08256,0.34696,1.90608,1.83082,2.74678,0.000297719,0.000297719,0.000297719
229,13125.2,0.8248,0.82982,1.33258,0.60009,0.52997,0.55836,0.34007,0.0829,0.34465,1.90267,1.78443,2.74067,0.000294625,0.000294625,0.000294625
230,13187.9,0.8173,0.84493,1.3372,0.60437,0.50642,0.55223,0.33342,0.05983,0.34083,1.94414,1.77877,2.81533,0.000291531,0.000291531,0.000291531
231,13250.8,0.82465,0.82569,1.33524,0.59023,0.53098,0.55085,0.32978,0.06128,0.33539,1.92289,1.75712,2.81175,0.000288438,0.000288438,0.000288438
232,13313.7,0.82092,0.81733,1.34284,0.66539,0.49604,0.55464,0.33644,0.07931,0.33914,1.92922,1.75407,2.83828,0.000285344,0.000285344,0.000285344
233,13374,0.81886,0.84692,1.33429,0.59399,0.55293,0.5539,0.34029,0.07529,0.34159,1.92102,1.72524,2.81613,0.00028225,0.00028225,0.00028225
234,13434.3,0.81409,0.81988,1.3355,0.59757,0.55498,0.55641,0.33747,0.06561,0.33957,1.92849,1.72096,2.811,0.000279156,0.000279156,0.000279156
235,13498.8,0.80242,0.8078,1.32366,0.56339,0.56142,0.56409,0.33563,0.07387,0.34985,1.93329,1.78539,2.7928,0.000276063,0.000276063,0.000276063
236,13560.2,0.80237,0.81594,1.31774,0.69363,0.48868,0.55678,0.33062,0.08822,0.34511,1.92591,1.79291,2.79115,0.000272969,0.000272969,0.000272969
237,13622.6,0.80898,0.81049,1.32333,0.61781,0.53778,0.56031,0.32134,0.07881,0.34413,1.92389,1.81366,2.80993,0.000269875,0.000269875,0.000269875
238,13686.3,0.81359,0.82489,1.3367,0.66863,0.5228,0.56209,0.31665,0.06393,0.34313,1.92784,1.77421,2.8102,0.000266781,0.000266781,0.000266781
239,13747.9,0.80157,0.81582,1.31726,0.64739,0.53507,0.56008,0.31967,0.05474,0.33779,1.93617,1.78301,2.82833,0.000263687,0.000263687,0.000263687
240,13809.7,0.80968,0.80188,1.32757,0.5832,0.5548,0.55452,0.3151,0.05205,0.33233,1.95457,1.82624,2.83281,0.000260594,0.000260594,0.000260594
241,13866.5,0.8078,0.79721,1.31538,0.6234,0.54684,0.55922,0.30018,0.07188,0.33454,1.94708,1.81505,2.81913,0.0002575,0.0002575,0.0002575
242,13928.9,0.7996,0.79133,1.31311,0.59978,0.55489,0.55914,0.31277,0.07004,0.33795,1.95096,1.83242,2.82483,0.000254406,0.000254406,0.000254406
243,13992.8,0.7812,0.80125,1.30754,0.68067,0.5214,0.56586,0.33251,0.07218,0.34823,1.93996,1.82998,2.81971,0.000251313,0.000251313,0.000251313
244,14056,0.79238,0.79323,1.30995,0.64366,0.52967,0.55424,0.31736,0.06843,0.33754,1.96054,1.85882,2.82691,0.000248219,0.000248219,0.000248219
245,14118.2,0.79607,0.78364,1.30674,0.66055,0.50882,0.54794,0.32373,0.06833,0.33412,1.94667,1.86116,2.79136,0.000245125,0.000245125,0.000245125
246,14178.8,0.78342,0.79307,1.3092,0.67259,0.4785,0.54971,0.32612,0.08746,0.3373,1.94863,1.87252,2.80348,0.000242031,0.000242031,0.000242031
247,14238.4,0.78574,0.77466,1.30466,0.58116,0.52528,0.54665,0.32057,0.08541,0.33373,1.9472,1.83262,2.80163,0.000238937,0.000238937,0.000238937
248,14302.8,0.77621,0.77657,1.30196,0.61618,0.52998,0.55641,0.33439,0.08287,0.34021,1.94825,1.82534,2.81138,0.000235844,0.000235844,0.000235844
249,14365.7,0.78017,0.78984,1.29756,0.62255,0.51075,0.53756,0.31069,0.07206,0.32239,1.95515,1.84441,2.81678,0.00023275,0.00023275,0.00023275
250,14430.1,0.77543,0.78359,1.29587,0.57107,0.57059,0.54539,0.3224,0.08189,0.33117,1.96234,1.87138,2.81939,0.000229656,0.000229656,0.000229656
251,14487.7,0.78194,0.83351,1.30261,0.62132,0.56076,0.55768,0.33402,0.08713,0.34249,1.94018,1.8344,2.79327,0.000226563,0.000226563,0.000226563
252,14549.3,0.78103,0.78607,1.31042,0.59614,0.55929,0.55266,0.32645,0.05734,0.33437,1.9498,1.83914,2.80129,0.000223469,0.000223469,0.000223469
253,14613,0.78505,0.78665,1.30627,0.63502,0.53848,0.56336,0.34237,0.06517,0.34514,1.95024,1.84595,2.8148,0.000220375,0.000220375,0.000220375
254,14676.3,0.77631,0.75912,1.2944,0.62286,0.52821,0.56525,0.34423,0.07562,0.3488,1.92587,1.8198,2.808,0.000217281,0.000217281,0.000217281
255,14739.1,0.77136,0.76464,1.28647,0.59359,0.56182,0.5649,0.35122,0.07034,0.34644,1.92666,1.81654,2.81135,0.000214188,0.000214188,0.000214188
256,14802.4,0.78073,0.78031,1.30602,0.6291,0.54821,0.57035,0.35664,0.06746,0.35446,1.91329,1.80244,2.7878,0.000211094,0.000211094,0.000211094
257,14865,0.76034,0.76268,1.29482,0.65066,0.54353,0.56746,0.34696,0.07275,0.35067,1.91234,1.7957,2.79035,0.000208,0.000208,0.000208
258,14927.6,0.75281,0.76782,1.27891,0.60761,0.53861,0.56049,0.34371,0.07065,0.34735,1.91889,1.83145,2.79277,0.000204906,0.000204906,0.000204906
259,14989.4,0.76748,0.74145,1.2876,0.61124,0.52738,0.55593,0.34108,0.07293,0.34513,1.9127,1.8539,2.79418,0.000201812,0.000201812,0.000201812
260,15048.4,0.75797,0.74523,1.2822,0.64338,0.55098,0.56178,0.3435,0.09011,0.34957,1.92357,1.83287,2.80245,0.000198719,0.000198719,0.000198719
261,15109.9,0.75774,0.75622,1.27838,0.66845,0.5264,0.5549,0.32043,0.08586,0.34199,1.9272,1.83023,2.81602,0.000195625,0.000195625,0.000195625
262,15172.1,0.7535,0.74411,1.27773,0.62756,0.5192,0.55384,0.32002,0.08931,0.34224,1.91323,1.84173,2.79769,0.000192531,0.000192531,0.000192531
263,15235.9,0.75909,0.75623,1.27698,0.68112,0.49213,0.5566,0.33794,0.09058,0.34806,1.91343,1.83928,2.79793,0.000189438,0.000189438,0.000189438
264,15297.6,0.75128,0.73184,1.27784,0.58464,0.54481,0.548,0.33263,0.09044,0.34117,1.92215,1.86852,2.80409,0.000186344,0.000186344,0.000186344
265,15362,0.75662,0.75103,1.27991,0.63273,0.52134,0.54908,0.33103,0.08403,0.33735,1.93323,1.85153,2.81378,0.00018325,0.00018325,0.00018325
266,15421.3,0.74427,0.73287,1.26928,0.58078,0.5544,0.54689,0.33055,0.08645,0.33988,1.93453,1.8722,2.80077,0.000180156,0.000180156,0.000180156
267,15479.9,0.75483,0.75263,1.2804,0.64783,0.51427,0.54928,0.34099,0.09048,0.34302,1.9197,1.87006,2.79023,0.000177062,0.000177062,0.000177062
268,15543.3,0.75531,0.74469,1.27407,0.59676,0.5267,0.5501,0.33741,0.07461,0.34016,1.91821,1.86935,2.79189,0.000173969,0.000173969,0.000173969
269,15607.3,0.75457,0.72386,1.27215,0.69448,0.48298,0.55072,0.33765,0.08585,0.34141,1.94109,1.84348,2.81862,0.000170875,0.000170875,0.000170875
270,15671.5,0.75064,0.74376,1.27694,0.73374,0.47218,0.55664,0.34387,0.08967,0.34681,1.93802,1.84245,2.82898,0.000167781,0.000167781,0.000167781
271,15735.8,0.74697,0.74525,1.27572,0.76024,0.48059,0.55542,0.34451,0.08866,0.3461,1.92738,1.84718,2.81161,0.000164688,0.000164688,0.000164688
272,15794.4,0.73708,0.73285,1.26105,0.72428,0.50812,0.5535,0.34048,0.09005,0.34555,1.92787,1.84018,2.80847,0.000161594,0.000161594,0.000161594
273,15856.9,0.742,0.74061,1.269,0.71679,0.51234,0.55382,0.33835,0.09019,0.34542,1.94924,1.84708,2.83581,0.0001585,0.0001585,0.0001585
274,15919,0.75319,0.73295,1.27392,0.67731,0.52936,0.55003,0.33854,0.08957,0.34209,1.95902,1.89182,2.84538,0.000155406,0.000155406,0.000155406
275,15981.6,0.73184,0.728,1.25781,0.68133,0.52756,0.55042,0.34944,0.092,0.34446,1.95034,1.89807,2.8416,0.000152313,0.000152313,0.000152313
276,16043.8,0.73021,0.70732,1.2562,0.67497,0.52236,0.5509,0.33837,0.07169,0.34068,1.96792,1.87819,2.862,0.000149219,0.000149219,0.000149219
277,16106.6,0.73574,0.71908,1.25393,0.62694,0.5374,0.55004,0.33985,0.06946,0.34096,1.9671,1.86952,2.86438,0.000146125,0.000146125,0.000146125
278,16167.4,0.73505,0.73617,1.26638,0.67832,0.52166,0.55146,0.32552,0.07094,0.33813,1.96516,1.8497,2.86129,0.000143031,0.000143031,0.000143031
279,16228.8,0.76166,0.74473,1.27517,0.67867,0.53851,0.55335,0.32771,0.08271,0.338,1.97653,1.81825,2.86361,0.000139938,0.000139938,0.000139938
280,16290.7,0.73953,0.74097,1.25739,0.63325,0.55067,0.55738,0.33199,0.08536,0.34352,1.96816,1.82108,2.84646,0.000136844,0.000136844,0.000136844
281,16352.2,0.71938,0.71551,1.24163,0.67532,0.52768,0.55349,0.33097,0.08705,0.34107,1.98146,1.83871,2.85305,0.00013375,0.00013375,0.00013375
282,16415.9,0.71696,0.70304,1.24249,0.66358,0.53202,0.55686,0.33544,0.06801,0.34125,1.97923,1.84342,2.85127,0.000130656,0.000130656,0.000130656
283,16477.9,0.72444,0.71058,1.24314,0.69271,0.5191,0.56246,0.33426,0.08951,0.34522,1.96676,1.86194,2.84616,0.000127563,0.000127563,0.000127563
284,16538,0.71705,0.70659,1.2532,0.66159,0.53713,0.55654,0.33173,0.09008,0.34286,1.94869,1.86166,2.8244,0.000124469,0.000124469,0.000124469
285,16600.8,0.72113,0.71403,1.24253,0.63928,0.54719,0.55914,0.3297,0.09171,0.34149,1.94597,1.86521,2.8331,0.000121375,0.000121375,0.000121375
286,16661.4,0.71761,0.69651,1.24688,0.62035,0.55357,0.55651,0.33013,0.08839,0.33916,1.9573,1.88159,2.84667,0.000118281,0.000118281,0.000118281
287,16725.6,0.71741,0.71055,1.24193,0.60345,0.55246,0.55554,0.32594,0.08821,0.34001,1.94818,1.88531,2.82445,0.000115187,0.000115187,0.000115187
288,16785.3,0.71288,0.71586,1.24167,0.61335,0.53567,0.55308,0.32863,0.0869,0.34035,1.94649,1.88691,2.83011,0.000112094,0.000112094,0.000112094
289,16847.9,0.70711,0.70259,1.23729,0.64835,0.51828,0.55532,0.33543,0.08699,0.34303,1.95832,1.90457,2.85152,0.000109,0.000109,0.000109
290,16910.4,0.70444,0.70169,1.23613,0.63066,0.52478,0.55537,0.33746,0.08906,0.34526,1.94651,1.91114,2.83603,0.000105906,0.000105906,0.000105906
291,16974.4,0.72818,0.70228,1.25309,0.69644,0.49585,0.5559,0.34296,0.0922,0.34792,1.93821,1.91049,2.82721,0.000102812,0.000102812,0.000102812
292,17034.1,0.71148,0.69651,1.24043,0.71962,0.49161,0.55426,0.33991,0.09053,0.34751,1.94934,1.8928,2.85314,9.97187e-05,9.97187e-05,9.97187e-05
293,17096.9,0.6954,0.68256,1.22462,0.71083,0.48884,0.55106,0.33021,0.0878,0.34301,1.9485,1.92283,2.84576,9.6625e-05,9.6625e-05,9.6625e-05
294,17160.9,0.69739,0.69324,1.2298,0.71557,0.48479,0.55477,0.32851,0.09129,0.34514,1.94823,1.94753,2.84604,9.35312e-05,9.35312e-05,9.35312e-05
295,17220.3,0.69741,0.68659,1.23265,0.71775,0.47672,0.55482,0.32498,0.08973,0.34582,1.96294,1.94459,2.85487,9.04375e-05,9.04375e-05,9.04375e-05
296,17282.6,0.67967,0.66565,1.22011,0.71968,0.47637,0.55703,0.3229,0.08908,0.34442,1.97229,1.93555,2.8681,8.73438e-05,8.73438e-05,8.73438e-05
297,17345.9,0.70441,0.69792,1.23767,0.7229,0.47137,0.55578,0.32723,0.09095,0.34563,1.9703,1.94274,2.86742,8.425e-05,8.425e-05,8.425e-05
298,17406.3,0.70297,0.69215,1.22365,0.72333,0.47023,0.55695,0.33359,0.09014,0.34776,1.96185,1.94994,2.8563,8.11563e-05,8.11563e-05,8.11563e-05
299,17469.7,0.68726,0.68431,1.22569,0.72109,0.47894,0.55592,0.33227,0.09013,0.3467,1.95275,1.94205,2.84372,7.80625e-05,7.80625e-05,7.80625e-05
300,17534.1,0.69395,0.66325,1.22802,0.70072,0.49585,0.55576,0.33013,0.08913,0.34595,1.95716,1.92263,2.85168,7.49688e-05,7.49688e-05,7.49688e-05
301,17592,0.68973,0.65347,1.22785,0.72082,0.48847,0.55616,0.33058,0.08897,0.3463,1.95218,1.91736,2.85351,7.1875e-05,7.1875e-05,7.1875e-05
302,17655,0.6974,0.67264,1.22944,0.71134,0.49678,0.55979,0.32929,0.08881,0.34802,1.94767,1.914,2.84778,6.87812e-05,6.87812e-05,6.87812e-05
303,17714.3,0.69367,0.67974,1.24223,0.69335,0.49814,0.55575,0.33239,0.08871,0.34774,1.95006,1.91687,2.85433,6.56875e-05,6.56875e-05,6.56875e-05
304,17780.8,0.69352,0.68166,1.22835,0.65853,0.51479,0.55461,0.33236,0.08872,0.34596,1.94899,1.9156,2.85469,6.25937e-05,6.25937e-05,6.25937e-05
305,17841.8,0.6897,0.68194,1.2343,0.7245,0.48605,0.55759,0.33098,0.0902,0.34614,1.94986,1.92391,2.85871,5.95e-05,5.95e-05,5.95e-05
306,17902.1,0.68055,0.66003,1.21526,0.65627,0.51742,0.55568,0.33472,0.07638,0.3452,1.9445,1.93781,2.855,5.64062e-05,5.64062e-05,5.64062e-05
307,17945.5,0.69389,0.67513,1.22769,0.74667,0.48188,0.55447,0.32748,0.0766,0.34454,1.94712,1.93587,2.86234,5.33125e-05,5.33125e-05,5.33125e-05
308,17991.3,0.6852,0.66045,1.22126,0.75857,0.48906,0.55486,0.33316,0.07659,0.34408,1.95122,1.93264,2.86803,5.02188e-05,5.02188e-05,5.02188e-05
309,18058,0.67833,0.67159,1.21847,0.75331,0.48963,0.55485,0.33812,0.07807,0.34342,1.95315,1.94291,2.86355,4.7125e-05,4.7125e-05,4.7125e-05
310,18120.8,0.68703,0.66946,1.22695,0.76379,0.48894,0.55634,0.34213,0.07807,0.34397,1.95076,1.94401,2.85899,4.40313e-05,4.40313e-05,4.40313e-05
311,18194.5,0.64597,0.55301,1.18998,0.66498,0.51232,0.55082,0.33275,0.07812,0.33987,1.95382,1.93207,2.87731,4.09375e-05,4.09375e-05,4.09375e-05
312,18254.2,0.59242,0.48385,1.15084,0.66639,0.51333,0.55273,0.33609,0.08827,0.34295,1.9565,1.93041,2.89376,3.78437e-05,3.78437e-05,3.78437e-05
313,18313.6,0.56392,0.46153,1.12531,0.67454,0.50347,0.55962,0.34278,0.0877,0.34766,1.95169,1.92731,2.89124,3.475e-05,3.475e-05,3.475e-05
314,18376,0.55284,0.44894,1.11108,0.67098,0.4994,0.55968,0.34804,0.08762,0.34865,1.95034,1.94008,2.89187,3.16562e-05,3.16562e-05,3.16562e-05
315,18436.5,0.54682,0.45244,1.10632,0.64909,0.52022,0.56263,0.34632,0.08762,0.35098,1.94258,1.92953,2.8897,2.85625e-05,2.85625e-05,2.85625e-05
316,18493,0.54148,0.42362,1.09868,0.7305,0.48204,0.56579,0.34271,0.08765,0.35215,1.93746,1.93157,2.88639,2.54687e-05,2.54687e-05,2.54687e-05
317,18536.4,0.51906,0.41655,1.08239,0.69364,0.49494,0.56571,0.34281,0.08921,0.35255,1.9325,1.94294,2.87918,2.2375e-05,2.2375e-05,2.2375e-05
318,18574.9,0.5553,0.47874,1.13696,0.66665,0.50961,0.567,0.34355,0.06958,0.35076,1.93386,1.95941,2.87976,1.92813e-05,1.92813e-05,1.92813e-05
319,18614.9,0.50873,0.41536,1.0855,0.67401,0.50953,0.56777,0.34179,0.06758,0.35077,1.93214,1.96099,2.88117,1.61875e-05,1.61875e-05,1.61875e-05
320,18650,0.52144,0.4172,1.08723,0.67375,0.50974,0.56877,0.34201,0.0691,0.3517,1.93069,1.96675,2.87873,1.30938e-05,1.30938e-05,1.30938e-05
